release,n_0047,n_0050,n_0052,n_0061,n_0067,n_0075,n_0078,n_0091,n_0108,n_0109,o_0176,o_0264,c_0466,c_0500,c_0638,c_0699,c_0738,c_0761,c_0770,c_0838,c_0870,c_0980,c_1145,c_1158,c_1189,c_1223,c_1227,c_1244,c_1259,service_a,service_b,service_c,service_d,service_e,service_f,service_g,service_h,service_i,service_j,service_k,service_l,service_m,service_n
2.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.8666666666666667,1.0,0.8666666666666667,0.3125,86.0,5.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,1.0,0.21428571428571427,1.0,0.7,1.0,0.7,0.0,73.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,9.0,1.0,2.0,0.0,0.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.2333333333333333,1.0,0.2333333333333333,0.0,369.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,5.0,0.0,2.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,0.03333333333333333,1.0,0.03333333333333333,0.0,134.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,8.0,0.0,2.0,1.0,1.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7666666666666667,1.0,0.7666666666666667,0.0,13.0,4.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.21428571428571427,1.0,0.5,1.0,0.5,0.0,81.0,4.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3,1.0,0.3,0.0625,13.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,9.0,1.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.8333333333333334,1.0,0.8333333333333334,0.0,279.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.4,1.0,0.4,0.125,183.0,7.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,1.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,1.0,0.13333333333333333,0.0,369.0,5.0,0.0,5.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.07142857142857142,1.0,0.4,1.0,0.4,0.0625,40.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.6333333333333333,1.0,0.6333333333333333,0.1875,327.0,7.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,1.0,2.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,0.5666666666666667,1.0,0.5666666666666667,0.0,94.0,5.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.6428571428571429,1.0,0.3666666666666665,1.0,0.3666666666666665,0.0,297.0,4.0,0.0,8.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.35714285714285715,1.0,0.1,1.0,0.1,0.0,119.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,1.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.07142857142857142,1.0,0.16666666666666666,1.0,0.16666666666666666,0.1875,21.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,0.35714285714285715,1.0,0.8,1.0,0.8,0.4375,60.0,6.0,0.0,2.0,4.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0625,266.0,8.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3,1.0,0.3,0.125,13.0,5.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
0.0,1.0,1.0,1.0,1.0,0.21428571428571427,1.0,0.6666666666666666,1.0,0.6666666666666666,0.25,38.0,7.0,1.0,2.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,6.0,1.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,0.07142857142857142,1.0,0.3666666666666665,1.0,0.3666666666666665,0.125,32.0,4.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0,0.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.16666666666666666,1.0,0.16666666666666666,0.0625,81.0,5.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
0.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.0,0.0,194.0,0.0,0.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,1.0,2.0,1.0,1.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.4666666666666667,1.0,0.4666666666666667,0.0,369.0,7.0,1.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.3666666666666665,1.0,0.3666666666666665,0.0625,81.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,9.0,1.0,2.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.16666666666666666,1.0,0.16666666666666666,0.0625,78.0,4.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0625,120.0,5.0,1.0,7.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2.0,1.0,1.0,1.0,1.0,0.7857142857142857,1.0,0.6333333333333333,1.0,0.6333333333333333,0.0,310.0,7.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,3.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.6428571428571429,1.0,0.7666666666666667,1.0,0.7666666666666667,0.125,203.0,4.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.0,12.0,4.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.7857142857142857,1.0,0.5666666666666667,1.0,0.5666666666666667,0.125,280.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,8.0,1.0,2.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.3666666666666665,1.0,0.3666666666666665,0.0,341.0,5.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,0.0,1.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.7857142857142857,1.0,0.4666666666666667,1.0,0.4666666666666667,0.0,361.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.5666666666666667,1.0,0.5666666666666667,0.25,62.0,2.0,1.0,7.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,10.0,1.0,2.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,0.6666666666666666,1.0,0.6666666666666666,0.125,192.0,4.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.5333333333333333,1.0,0.5333333333333333,0.25,152.0,5.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,1.0,2.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.2333333333333333,1.0,0.2333333333333333,0.0,257.0,7.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,6.0,1.0,2.0,0.0,1.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,0.43333333333333335,1.0,0.43333333333333335,0.125,36.0,4.0,1.0,7.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.2333333333333333,1.0,0.2333333333333333,0.0,300.0,5.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.6,1.0,0.6,0.125,352.0,6.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,1.0,2.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.07142857142857142,1.0,0.03333333333333333,1.0,0.03333333333333333,0.0,40.0,0.0,2.0,7.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,9.0,1.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8333333333333334,1.0,0.8333333333333334,0.0625,13.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,1.0,2.0,1.0,1.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,0.06666666666666668,1.0,0.06666666666666668,0.0,172.0,2.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,10.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.7666666666666667,1.0,0.7666666666666667,0.1875,285.0,8.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.16666666666666666,1.0,0.16666666666666666,0.0,82.0,5.0,1.0,4.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.43333333333333335,1.0,0.43333333333333335,0.0,239.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.21428571428571427,1.0,0.13333333333333333,1.0,0.13333333333333333,0.0,89.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.8333333333333334,1.0,0.8333333333333334,0.0,369.0,7.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,1.0,2.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,1.0,0.3,0.0625,82.0,4.0,0.0,7.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,3.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.6,1.0,0.6,0.125,137.0,4.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.7333333333333333,1.0,0.7333333333333333,0.1875,327.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.4666666666666667,1.0,0.4666666666666667,0.0625,369.0,7.0,1.0,7.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,2.0,0.0,3.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0.0,369.0,8.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.35714285714285715,1.0,0.3,1.0,0.3,0.125,74.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.43333333333333335,1.0,0.43333333333333335,0.125,335.0,8.0,0.0,8.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.7333333333333333,1.0,0.7333333333333333,0.3125,146.0,1.0,1.0,7.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,8.0,0.0,2.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,0.3666666666666665,1.0,0.3666666666666665,0.0,73.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,3.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,1.0,0.6,0.1875,127.0,4.0,1.0,7.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.6333333333333333,1.0,0.6333333333333333,0.0625,292.0,7.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,1.0,2.0,0.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.8666666666666667,1.0,0.8666666666666667,0.1875,262.0,7.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,2.0,0.0,3.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2333333333333333,1.0,0.2333333333333333,0.0625,9.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.4666666666666667,1.0,0.4666666666666667,0.3125,41.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
